,scientificName,sourceTaxonId,interactionTypeName,targetTaxonId,targetTaxonName,referenceCitation,sourceDOI
19849982,Centris pallida,GBIF:1342915,interactsWith,EOL_V2:2867690,Cercidium floridum,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=64675609,
8775924,Dufourea virgata,GBIF:5042773,interactsWith,EOL_V2:39496,Gilia,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",
9882497,Trametes versicolor,GBIF:2548311,hasHost,ALATaxon:https://id.biodiversity.org.au/node/apni/2913462,Acer,tmp_host_info-20200902.csv.gz,
6544392,Oxytoma,GBIF:4592447,adjacentTo,no:match,same slab: IP.562135,http://collections.peabody.yale.edu/search/Record/YPM-IP-563029,
3802135,Trachykele blondeli cupreomarginata,GBIF:6277858,adjacentTo,EOL:1034914,Cupressus sargentii,urn:catalog:CAS:ENT:8349318,
850246,Bat coronavirus HKU6,NCBI:393045,hasHost,NCBI:98922,Myotis daubentonii,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
19840328,Hymenoptera,EOL:648,interactsWith,INAT_TAXON:50987,Lasthenia californica,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=60148766,
19515383,Stigmodera macularia,GBIF:4728972,eats,INAT_TAXON:321070,Angophora hispida,"ABRS 2009. Australian Faunal Directory. Stigmodera macularia. Australian Biological Resources StudyNode, Canberra. Accessed at <http://biodiversity.org.au/afd/taxa/f8a4a01a-96d0-47b0-9e17-025a8d477d80> on 12 Sep 2023.",
275053,Stenotrophomonas maltophilia,EOL:973367,hasHost,EOL:327955,Homo sapiens,http://www.ncbi.nlm.nih.gov/nuccore/261260439,10.5281/zenodo.258189
20015514,Halictus tripartitus,GBIF:1353319,interactsWith,EOL:582958,Convolvulus arvensis,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56488669,
7748546,Toxascaris,EOL:2857072,hasHost,EOL_V2:19076,Vulpes,http://arctos.database.museum/guid/MSB:Para:15488,
8612915,Plagiognathus verticalis,no:match,interactsWith,GBIF:3130484,Eriophyllum confertiflorum,"PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 2016-03-08. National Science Foundation grant DBI#0316495",
20086336,Puumala orthohantavirus,NCBI:1980486,pathogenOf,NCBI:447135,Myodes glareolus,,10.1093/nar/gkab862
402423,Leptorhynchoides thecatus,GBIF:2500328,parasiteOf,GBIF:2394486,Lepomis gibbosus,cleaned_up.tsv,
7405094,Trichocolletes hackeri,https://www.discoverlife.org/mp/20q?search=Trichocolletes+hackeri,interactsWith,EOL:5695318,Solanum,45c90d02-1ed6-11e3-bfac-90b11c41863e,
1203258,Alphacoronavirus 1,NCBI:693997,hasHost,NCBI:61394,Caracal caracal,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
2539737,Imshaugia placorodia,GBIF:8446386,adjacentTo,NCBI:71654,Pinus virginiana,http://n2t.net/ark:/65665/32767d914-4750-4aa7-aec2-5fde0f143d4a,
19967075,Acari,EOL:2586535,parasiteOf,no:match,http://arctos.database.museum/guid/MSB:Mamm:259557,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=41630561,
3941052,Thyridopteryx ephemeraeformis,EOL:957074,hasHost,EOL:584265,Populus nigra,doi:10.5519/qd.bsucrxdz,
836692,Ictalurid herpesvirus 1,NCBI:10401,hasHost,NCBI:310915,Pangasianodon hypophthalmus,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
2772257,Pegomya wygodzinskyi,INAT_TAXON:859869,visits,GBIF:3085074,Amaranthus,ozarkpoppy. 2022. Pegomya wygodzinskyi name of associated plant Amaranthus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/132872909> on 11 Sep 2023.,
6868702,Gadus macrocephalus,FBC:FB:SpecCode:308,eats,GBIF:8621,Cottidae,https://apps-afsc.fisheries.noaa.gov/refm/reem/webdietdata/showdata5.php?NODC=1&Region=GOA,10.5281/zenodo.5181449
6111818,Mesostephanus appendiculatus,GBIF:2503705,parasiteOf,GBIF:2505547,Euhaplorchis californiensis,,10.1890/10-1383.1
6850464,Udara dilectus,GBIF:1926574,eats,GBIF:5333089,Castanopsis cuspidata,"Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. https://doi.org/10.6084/m9.figshare.1168861 . Accessed at <http://files.figshare.com/1674327/20140912_CompiledButterflyHostPlantRecords_JRFP.csv> on 11 Sep 2023.",10.6084/m9.figshare.1168861
19045544,Aphobetus nana,GBIF:1391784,parasiteOf,GBIF:4161770,Pittosporum eugenioides,"F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.",
6867339,Degeeriella,EOL:4218068,interactsWith,EOL_V2:1049084,Buteo platypterus,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=41730156,
1951773,Uromyces ficariae,EOL:1030229,interactsWith,EOL:473789,Ranunculus ficaria,associations_all_revised.txt,
7911537,Oestridae,EOL:8978,hemiparasiteOf,EOL:1037791,Microtus xanthognathus,http://arctos.database.museum/guid/MSB:Mamm:324636,
10399278,Cronartium ribicola,EOL:985041,hasHost,GBIF:3170719,Castilleja miniata,tmp_host_info-20200902.csv.gz,
7589432,Marasmius rotula,GBIF:8908488,adjacentTo,no:match,Quercus and unidentified dicot leaves,574c872a-ebed-42ba-b24d-140b5eb06413,
4316115,Cacopsylla fulguralis,NBN:NHMSYS0020974044,eats,GBIF:3039266,Elaeagnus,"Malumphy, C.P. & Halstead, A.J.. 2003. Cacopsylla fulguralis (Kuwayama), an Asian jumping plant louse (Hemiptera: Psyllidae) causing damage to Elaeagnus in Britain. British Journal of Entomology and Natural History. Vol 16. pp 89-93",10.5281/zenodo.1419646
18995258,Middle East respiratory syndrome-related coronavirus,NCBI:1335626,hasHost,GBIF:2436436,Homo sapiens,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16559/2016, complete genome",
20008189,Dioryctria abietivorella,EOL:358404,hasHost,no:match,ex Taxodium distichun var. nutans cones (Pond cypress),https://scan-bugs.org:443/portal/collections/individual/index.php?occid=32765582,
7540079,Xanthoria ramulosa,GBIF:3431504,adjacentTo,ALATaxon:https://id.biodiversity.org.au/node/apni/2896364,Juglans regia,ab536352-a8ea-4f18-bf86-86d735b8d0ea,
2495015,Elaphrobates euzeti,EOL_V2:17242475,hasHost,EOL_V2:216388,Lutjanus campechanus,http://n2t.net/ark:/65665/34bd230c2-eadb-4b9d-8c12-9324df6871f2,
19323460,Merlangius merlangus,GBIF:2415788,eats,ITIS:171670,Ammodytidae,"Cooperative Research Report No. 164; Cooperative Research Report No. 219, ICES Stomach DatasetImpl, ICES",
8006046,BOLD:ACK6862,http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACK6862,hasHost,EOL:482548,Senecio madagascariensis,http://bins.boldsystems.org/index.php/Public_RecordView?processid=SABCI331-18,
2896946,Agromyza vockerothi,GBIF:1554986,hasHost,INAT_TAXON:47544,Rubus,Cecil Smith. 2021. Agromyza vockerothi host plant id Rubus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/98453717> on 11 Sep 2023.,
22988,Anisakis pegreffii,GBIF:4346647,endoparasiteOf,EOL_V2:213329,Spicara smaris,"Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680",
19491620,Chlorococcum infusionum,GBIF:5271894,adjacentTo,no:match,live branches of an 8m tall Prosopis chilensis tree,dccead45-dbc9-48ec-b1ce-7f793b02b296,
2051683,Valsa mali,NCBI:105487,pathogenOf,NCBI:3750,Malus domestica,Mol Plant Pathol. 2018 Jun;19(6):1353-1363,
7391518,Ceratina acantha,NCBI:1281819,interactsWith,GBIF:2928073,Phacelia egena,717dd705-a897-4a12-af31-096c9943ed59,
9610584,Passalora montana,GBIF:2624616,hasHost,INAT_TAXON:135291,Chamerion angustifolium angustifolium,tmp_host_info-20200902.csv.gz,
8032279,BOLD:AAA4645,http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA4645,hasHost,GBIF:4163413,Doliocarpus multiflorus,http://bins.boldsystems.org/index.php/Public_RecordView?processid=MHMYK4632-15,
9653892,Puccinia subnitens,GBIF:2514574,hasHost,GBIF:6396091,Heliotropium curassavicum obovatum,tmp_host_info-20200902.csv.gz,
1787659,Acari,EOL:2586535,hasHost,GBIF:5959167,Pachycephala philippinensis,doi:10.15468/tmxd7n,
6469229,undet. Hexapoda,no:match,adjacentTo,no:match,same slab: IP.389775,http://collections.peabody.yale.edu/search/Record/YPM-IP-389777,
2017061,Martes melampus,EOL:328021,interactsWith,EOL:1905,Actinopterygii,associations_all_revised.txt,
2923528,Victoriana parvicornis,INAT_TAXON:1132029,visitsFlowersOf,GBIF:4186275,Piper caninum,Noah Frade. 2021. Victoriana parvicornis interaction->visited flower of Piper cubeba. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/92472022> on 11 Sep 2023.,
2949860,Colomerus vitis,INAT_TAXON:322026,hasHost,INAT_TAXON:63923,Vitis californica,Bobby Valentine. 2021. Colomerus vitis host Vitis californica. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/82636667> on 11 Sep 2023.,
8859296,Phytocoris fraterculus,GBIF:2011847,interactsWith,EOL:1061758,Pinus contorta,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2016-03-08. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",
7496114,Contraceacum spp.,no:match,endoparasiteOf,EOL:206777,Salmo trutta,"Ionita, M., M. G. Varela, E. T. Lyons, T. R. Spraker and S. C. Tolliver. 2008. Hookworms (uncinaria lucasi) and acanthocephalans (corynosoma spp. And bolbosoma spp.) found in dead northern fur seals (callorhinus ursinus) on st. Paul island, alaska in 2007. Parasitology Research 103: 1025-1029",
19095746,Euplectrus,GBIF:1383227,parasiteOf,EOL:2869488,Helicoverpa armigera,"F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.",
4198425,Bombus bifarius,EOL:1065375,visitsFlowersOf,EOL_V2:479009,Chamerion angustifolium,doi:10.1111/1365-2745.13530,
8458847,Dicaeum chrysorrheum,GBIF:2484696,eats,GBIF:5569829,Ficus pellucidopunctata,M_SD_001,
281794,Enterococcus faecalis,EOL:976080,hasHost,EOL:328699,Bos taurus,http://www.ncbi.nlm.nih.gov/pubmed/20042062,10.5281/zenodo.258189
2169251,Istiophorus platypterus,GBIF:5211984,eats,EOL_V2:14736,Corycaeus,Michael Tidwell. 2008. The Feeding Ecology of Larval Billfishes (Family: Istiophoridae) in the Northern Gulf of Mexico,
8562172,Xylaria,EOL:18922,pathogenOf,GBIF:5362573,Pyrus communis,"Robert A. Spotts, primary collator (last update 3/13/93). Diseases of Pear (Pyrus communis L.). The American Phytopathological Society. Accessed on 2019-10-24 at https://www.apsnet.org/edcenter/resources/commonnames/Pages/Pear.aspx",
8166935,BOLD:AAA9728,http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA9728,hasHost,GBIF:5651141,Sloanea terniflora,http://bins.boldsystems.org/index.php/Public_RecordView?processid=BLPDV4250-18,
8229217,BOLD:AAA1634,http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA1634,hasHost,no:match,malaise trap,http://bins.boldsystems.org/index.php/Public_RecordView?processid=ASBRD009-07,
6811676,Charaxes zelica,EOL:169452,eats,EOL:595739,Paullinia pinnata,"Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. https://doi.org/10.6084/m9.figshare.1168861 . Accessed at <http://files.figshare.com/1674327/20140912_CompiledButterflyHostPlantRecords_JRFP.csv> on 11 Sep 2023.",10.6084/m9.figshare.1168861
8696031,Lasioglossum bruneri,EOL:2743296,interactsWith,EOL:704023,Melilotus officinalis,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",
8132331,BOLD:ACE8913,http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE8913,hasHost,GBIF:2704674,Puccinellia phryganodes,http://bins.boldsystems.org/index.php/Public_RecordView?processid=CNWAE3666-14,
8148274,BOLD:ACC2059,http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACC2059,hasHost,GBIF:2726445,Carex subspathacea,http://bins.boldsystems.org/index.php/Public_RecordView?processid=CNWAC1045-14,
7332756,Plasmodium balli,GBIF:8951109,hasHost,EOL:795811,Norops lionotus,http://arctos.database.museum/guid/HWML:Para:56412,
7762756,Cestoda,GBIF:144,hemiparasiteOf,GBIF:2481955,Gavia pacifica,http://arctos.database.museum/guid/MSB:Host:2227,
2277364,Acari,EOL:2586535,hasHost,GBIF:1335011,Megachile,doi:10.15468/tmxd7n,
8105724,Potentilla arenosa,INAT_TAXON:543863,interactsWith,INAT_TAXON:543863,Potentilla arenosa,http://bins.boldsystems.org/index.php/Public_RecordView?processid=FCA2888-11,
2873610,Bartheletia paradoxa,INAT_TAXON:624886,interactsWith,INAT_TAXON:64350,Ginkgo biloba,CorentinD. 2021. Bartheletia paradoxa associated species with names lookup Ginkgo biloba. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/102985919> on 11 Sep 2023.,
19315581,Amblyraja radiata,EOL_V2:217212,eats,EOL_V2:42310,Hyas,"Cooperative Research Report No. 164; Cooperative Research Report No. 219, ICES Stomach DatasetImpl, ICES",
19122030,Torymus,GBIF:1372890,parasiteOf,EOL:763592,Contarinia medicaginis,"F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.",
7608145,Puccinia caricis-frigidae,GBIF:3378581,adjacentTo,GBIF:3112777,Cirsium horridulum,f42f8a28-6509-471b-bb90-2d65a331cd07,
949188,Measles morbillivirus,NCBI:11234,hasHost,GBIF:2436436,Homo sapiens,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
8411830,Eremomela pusilla,GBIF:2492972,eats,GBIF:5572533,Ficus platyphylla,M_SD_001,
8632690,Oligotylus nigerrimus,no:match,interactsWith,EOL_V2:37772,Ceanothus,"PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 2016-03-08. National Science Foundation grant DBI#0316495",
111429,Rabies virus,EOL_V2:741097,hasHost,EOL:328609,Vulpes vulpes,http://www.ncbi.nlm.nih.gov/nuccore/294494298,10.5281/zenodo.258189
7091188,Urophycis tenuis,FBC:FB:SpecCode:313,eats,EOL_V2:7176,Pandalidae,"Garrison, L.P. and J.S. Link. 2000. Diets of five hake species in the northeast United States continental shelf ecosystem. Mar. Ecol. Prog. Ser. 204:243-255.",
929992,Norwalk virus,NCBI:11983,hasHost,GBIF:2436436,Homo sapiens,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
8843812,Encarsia,GBIF:1365255,interactsWith,EOL:29911,Rosa,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2016-03-08. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",
5057367,Podocotyle reflexa,EOL_V2:481653,parasiteOf,GBIF:2415788,Merlangius merlangus,"Giovanni Strona, Maria Lourdes D. Palomares, Nicolas Bailly, Paolo Galli, and Kevin D. Lafferty. 2013. Host range, host ecology, and distribution of more than 11800 fish parasite species. Ecology 94:544. https://doi.org/10.1890/12-1419.1",10.1890/12-1419.1
4507827,Strangalepta abbreviata,GBIF:1156522,mutualistOf,EOL:639764,Desmodium marilandicum,"@book{bhl43820, title = {Flowers and insects; lists of visitors of four hundred and fifty-three flowers,  }, copyright = {Public domain.  Published 1923-1963 with notice but no evidence of copyright renewal found in Stanford Copyright Renewal Database.  Contact dcc@library.uiuc.edu for information.}, url = {https://www.biodiversitylibrary.org/item/43820}, publisher = {Carlinville, Ill.,n.p.}, author = {Robertson, Charles,}, year = {}, pages = {234}, keywords = {Bees|Fertilization of plants|Flowers|Illinois|Insects|Macoupin County|}}",
2268604,Acari,EOL:2586535,hasHost,GBIF:7415507,Leiothlypis peregrina,doi:10.15468/tmxd7n,
7752155,Heteromyoxyuris deserti,GBIF:7026709,hasHost,EOL:328115,Dipodomys ordii,http://arctos.database.museum/guid/MSB:Para:11536,
6888147,Theragra chalcogramma,GBIF:2415762,eats,GBIF:2222352,Pandalus,https://apps-afsc.fisheries.noaa.gov/refm/reem/webdietdata/showdata5.php?NODC=1&Region=GOA,10.5281/zenodo.5181449
1233884,Bovine alphaherpesvirus 5,NCBI:35244,hasHost,NCBI:9913,Bos taurus,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
3113412,Gargaphia decoris,INAT_TAXON:410756,eats,INAT_TAXON:410756,Gargaphia decoris,Stephen Thorpe. 2019. Gargaphia decoris interaction->herbivore of Solanum mauritianum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/21217807> on 11 Sep 2023.,
2323076,Cylicospirura felineus,EOL_V2:11993326,hasHost,EOL:311910,Puma concolor,http://n2t.net/ark:/65665/3eaed9729-c98d-4634-8586-b1caa4492bcc,
7286632,Orchopeas,EOL:27563,hasHost,no:match,Neotoma nest,http://arctos.database.museum/guid/HWML:Para:164227,
1639318,Fregata minor,EOL_V2:1048654,eats,ITIS:82326,Cephalopoda,"Harrison, C. S., T. S. Hida, and M. Seki. 1983. Hawaiian seabird feeding ecology. Wildl. Monogr. no. 85.",10.5281/zenodo.5557741
3665022,Dolichophis caspius,GBIF:2457224,eats,COL:4NR3Q,Pseudocerastes persicus,https://datadryad.org/stash/downloads/file_stream/375180,
9903584,Postia leucomallella,GBIF:5245279,hasHost,no:match,Substrate Undetermined,tmp_host_info-20200902.csv.gz,
3159721,Colias eurytheme,INAT_TAXON:58532,visitsFlowersOf,INAT_TAXON:118740,Symphyotrichum depauperatum,Chris Hoess. 2015. Colias eurytheme nectar plant Symphyotrichum depauperatum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/2098705> on 11 Sep 2023.,
1579571,Wardium fryei,GBIF:6483056,parasiteOf,EOL_V2:1049628,Rissa tridactyla,"Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680",
4096816,Bombus,EOL:104136,hasHost,no:match,Wild White Indigo,2403,
45191,Loxostege sticticalis,EOL:443035,eats,GBIF:3152652,Gossypium,"Issi, I.V., Simchuk, P.A., and Radicheva, D.F., 1980. Microsporidiosis of the beet webworm, Loxostege sticticalis L. (Lepidoptera, Pyralidae). Bulletin of the All-Union Research Institute for Plant Protection 48: 1-6.",10.5281/zenodo.258220
4448981,Rilaena triangularis,EOL_V2:3186766,preysOn,no:match,Hypocyphthus longicornis,"@article{Hines_2019, doi = {10.1002/ecy.2679}, url = {https://doi.org/10.1002%2Fecy.2679}, year = 2019, month = {mar}, publisher = {Wiley}, pages = {e02679}, author = {Jes Hines and Darren P. Giling and Michael Rzanny and Winfried Voigt and Sebastian T. Meyer and Wolfgang W. Weisser and Nico Eisenhauer and Anne Ebeling}, title = {A meta-food web for invertebrate species collected in a european grassland}, journal = {Ecology}}",
7272144,Atriotaenia,GBIF:6756549,hasHost,EOL:328598,Procyon lotor,http://arctos.database.museum/guid/HWML:Para:23959,
3676520,Montivipera bulgardaghica,GBIF:5789507,eats,EOL_V2:14284,Emberiza,https://datadryad.org/stash/downloads/file_stream/375180,
2808626,Chrysoesthia sexguttella,INAT_TAXON:216840,hasHost,INAT_TAXON:58127,Chenopodium album,Sus scrofa. 2022. Chrysoesthia sexguttella host plant id Chenopodium album. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/129614067> on 11 Sep 2023.,
7737391,Siphonaptera,EOL_V2:62364,hasHost,GBIF:2438621,Microtus longicaudus,http://arctos.database.museum/guid/MSB:Para:38214,
199280,Pseudallescheria boydii,EOL:302035,hasHost,EOL:327955,Homo sapiens,http://www.ncbi.nlm.nih.gov/nuccore/77402972,10.5281/zenodo.258189
8742867,Bombus griseocollis,EOL:1065358,interactsWith,EOL:468825,Cirsium undulatum,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",
9134996,Taedia multisignata,GBIF:2011982,interactsWith,EOL:582347,Vitis rotundifolia,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2016-03-08. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",
3363244,Lucania parva,GBIF:2349567,preysOn,EOL:503335,Urosalpinx cinerea,Cattin Blandenier (2004),
827905,Lyssavirus rabies,NCBI:11292,hasHost,NCBI:9654,Procyon lotor,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
450693,Poecile montanus,EOL_V2:284208,eats,EOL:488737,Lonicera xylosteum,"Stiebel, H. and Bairlein, F., 2008. Frugivorie mitteleuropäischer Vögel I: Nahrung und Nahrungserwerb. Vogelwarte, 46, pp.1-23.",10.5281/zenodo.258199
1863516,Ononis spinosa procurrens,EOL_V2:1232795,interactsWith,EOL:3363197,no name,associations_all_revised.txt,
9721354,Puccinia mellifera,INAT_TAXON:1151528,hasHost,INAT_TAXON:50643,Salvia mellifera,tmp_host_info-20200902.csv.gz,
9479775,Thecospora vacciniorum,no:match,hasHost,EOL:484405,Vaccinium corymbosum,tmp_host_info-20200902.csv.gz,
4328137,Lesteva sicula,GBIF:4444009,preysOn,ITIS:82743,Linyphiidae,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",10.1890/05-0379
19468083,Dacus citri,no:match,interactsWith,no:match,C.surantium L.,"(L. Koch), TAMUdataFeb2022.csv.gz",
1563659,Spermophilus annulatus,EOL:1041049,eats,WORMS:449895,Lilianae,"Lintulaakso, K., Tatti, N. and Žliobaitė, I., 2023. Quantifying mammalian diets. Mammalian Biology, 103(1), pp.53-67. https://doi.org/10.1007/s42991-022-00323-6. Accessed at <https://github.com/mammalbase/database/archive/b925d34d4cadb080a3a42a9b994a27e60d3a31da.zip> on 11 Sep 2023.",
19680020,UCSC | RMIC | 1020510b-27c4-4b72-9532-eceb38d4475a | UCSCRMIC0930704 | 713d7b5d-654b-4df5-ab79-7fa37914c118,no:match,interactsWith,GBIF:3033485,Ranunculus californicus,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=30652999,
4390036,Carcharhinus acronotus,EOL_V2:1012943,ecologicallyRelatedTo,EOL_V2:204546,Halichoeres maculipinna,Roopnarine 2013,
4274362,Profenusa pygmaea,NBN:NHMSYS0020482134,eats,NBN:NBNSYS0000003845,Quercus robur,"Benson, R.B.. 1952. Hymenoptera: 2. Symphyta. Section (b). The Royal Entomological Society of London. Vol Vol VI, Part 2(b). Handbooks for the Identification of British Insects . Accessed at: http://www.royensoc.co.uk/publications/index.htm",10.5281/zenodo.1419646
1315203,Molothrus ater ater,EOL:1243109,hasHost,no:match,ORN.142334,http://collections.peabody.yale.edu/search/Record/YPM-ORN-142335,
1903524,Brunnipila clandestina,GBIF:2586671,interactsWith,GBIF:2586671,Brunnipila clandestina,associations_all_revised.txt,
940081,Murine leukemia virus,NCBI:11786,hasHost,GBIF:2436436,Homo sapiens,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
1202563,Simian immunodeficiency virus,NCBI:11723,hasHost,NCBI:36227,Cercopithecus neglectus,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
6543708,undet. Conchostraca,no:match,adjacentTo,no:match,same slab: IP.423362,http://collections.peabody.yale.edu/search/Record/YPM-IP-423345,
6160144,Bombus fernaldae,EOL:1065364,interactsWith,EOL:61809,Heracleum,urn:catalog:USDA-ARS:BBSL:BBSL778149,
5555634,Alphainfluenzavirus influenzae,no:match,hasHost,EOL_V2:1048954,Anas cyanoptera,"Influenza A virus (A/cinnamon teal/Utah/UGAI16-2006/2016(H4N6)) polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds",
3462681,Lithobius,GBIF:9357423,preysOn,GBIF:1013263,Allajulus nitidus,Cattin Blandenier (2004),
2914197,Rhopalomyia fusiformae,INAT_TAXON:946921,hasHost,INAT_TAXON:130989,Euthamia graminifolia,Wayne Longbottom. 2021. Rhopalomyia fusiformae host plant id Euthamia graminifolia. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/94640810> on 11 Sep 2023.,
1031842,Human mastadenovirus C,NCBI:129951,hasHost,GBIF:2436436,Homo sapiens,https://github.com/viralemergence/virion/raw/main/Virion/Virion.csv.gz,
495033,Merlangius merlangus,EOL_V2:216882,eats,EOL_V2:24549,Ammodytes,https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=WHG&years=2011&years=2010&years=2009&years=2007&years=2006&years=2005&years=2004&years=2002&years=2001&years=1994&years=1993&years=1992&years=1991&years=1990&years=1988&years=1987&years=1986&years=1985&years=1984&years=1983&years=1982&years=1981&years=1979&years=1978&years=1977&years=1976&years=1975&years=1974&years=1973&years=1972&years=1971&years=1968&years=1965&years=1963&years=1962&years=1959&years=1958&years=1956&years=1954&years=1952&years=1937&years=1936&years=1929&years=1928&years=1919&years=1918&years=1917&years=1914&years=1913&years=1908&years=1907&years=1905&years=1904&years=1903&years=1901&years=1894&years=1893&years=1891&years=1890&years=1889&years=1888&years=1887&years=1886&areas=VIId&areas=VIIj&areas=IVb&areas=IVa&areas=VIIg&areas=VIIh&areas=IVb/IVc&areas=VIa&areas=IVc&areas=VIIIa&areas=VIIb&areas=VIIe&areas=VIIf&areas=VIIa&minlength=0&maxlength=1000&nullLengths=true,10.5281/zenodo.258222
6121313,Aedes taeniorhynchus,EOL:740712,interactsWith,WORMS:159076,Larus philadelphia,,10.1890/10-1383.1
2228782,Acari,EOL:2586535,hasHost,GBIF:7192611,Meiglyptes tukki tukki,doi:10.15468/tmxd7n,
3961499,Meganola fumosa,no:match,hasHost,GBIF:2877959,Quercus acutissima,doi:10.5519/qd.bsucrxdz,
7020419,Synodontis zambezensis,FBC:FB:SpecCode:7743,eats,EOL_V2:281,Plantae,"Gosse, J.-P. 1986. Mochokidae. p. 105-152. In J. Daget, J.-P. Gosse and D.F.E. Thys van den Audenaerde (eds.) Check-list of the freshwater fishes of Africa (CLOFFA). ISNB, Brussels, MRAC, Tervuren; and ORSTOM, Paris. Vol. 2.",
1818997,Acari,EOL:2586535,hasHost,GBIF:9557553,Foudia eminentissima,doi:10.15468/tmxd7n,
6508531,undet. Ammonoidea,no:match,interactsWith,no:match,IP.336626,http://collections.peabody.yale.edu/search/Record/YPM-IP-336576,
7984654,Fucellia fucorum,EOL:733095,adjacentTo,no:match,kelp wrack,http://arctos.database.museum/guid/UAM:Ento:284496,
